#,Company,Location_HQ,Country,Continent,Laid_Off,Date_layoffs,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Money_Raised_in_$_mil,Year,lat,lng
2645,Worksmith,Austin,USA,North America,30,2020-11-09 00:00:00 UTC,50,60,30,Retail,Unknown,$4,2020,30.26715,-97.74306
2650,Knotel,New York City,USA,North America,20,2020-10-29 00:00:00 UTC,8,250,230,Real Estate,Series C,$560,2020,40.71427,-74.00597
2655,GetYourGuide,Berlin,Germany,Europe,90,2020-10-14 00:00:00 UTC,17,529,439,Travel,Series E,$656,2020,52.52437,13.41053
2658,Alto Pharmacy,San Francisco Bay Area,USA,North America,47,2020-09-29 00:00:00 UTC,6,783,736,Healthcare,Series D,$356,2020,37.77493,-122.41942
2663,NS8,Las Vegas,USA,North America,240,2020-09-11 00:00:00 UTC,95,253,13,Data,Series A,$158,2020,36.17497,-115.13722
2666,Waze,San Francisco Bay Area,USA,North America,30,2020-09-09 00:00:00 UTC,5,600,570,Transportation,Acquired,$67,2020,37.45383,-122.18219
2672,GoBear,Singapore,Singapore,Asia,22,2020-09-01 00:00:00 UTC,11,200,178,Finance,Unknown,$97,2020,1.28967,103.85007
2673,MakeMyTrip,New Delhi,India,Asia,350,2020-08-31 00:00:00 UTC,10,3500,3150,Travel,Post-IPO,$548,2020,28.65195,77.23149
2674,SaleSan Franciscoorce,San Francisco Bay Area,USA,North America,1000,2020-08-26 00:00:00 UTC,2,50000,49000,Sales,Post-IPO,$65,2020,37.77493,-122.41942
2679,Docly,London,United Kingdom,Europe,8,2020-08-19 00:00:00 UTC,80,10,2,Healthcare,Seed,$16,2020,51.50853,-0.12574
2686,Mozilla,San Francisco Bay Area,USA,North America,250,2020-08-11 00:00:00 UTC,25,1000,750,Consumer,Unknown,$2,2020,37.77493,-122.41942
2687,Eatsy,Singapore,Singapore,Asia,20,2020-08-08 00:00:00 UTC,100,20,0,Food,Seed,$1,2020,1.28967,103.85007
2688,Glossier,New York City,USA,North America,150,2020-08-07 00:00:00 UTC,38,395,245,Retail,Series D,$186,2020,40.71427,-74.00597
2690,Thriver,Toronto,Canada,North America,75,2020-08-06 00:00:00 UTC,50,150,75,Food,Series B,$53,2020,43.70643,-79.39864
2693,Buy.com / Rakuten,San Francisco Bay Area,USA,North America,87,2020-07-30 00:00:00 UTC,100,87,0,Retail,Acquired,$42,2020,37.56299,-122.32553
2696,Procore,Los Angeles,USA,North America,180,2020-07-28 00:00:00 UTC,9,2000,1820,Construction,Unknown,$649,2020,34.05223,-118.24368
2697,Swiggy,Bengaluru,India,Asia,350,2020-07-27 00:00:00 UTC,5,7000,6650,Food,Series I,$1600,2020,12.97194,77.59369
2698,Zeitgold,Berlin,Germany,Europe,75,2020-07-27 00:00:00 UTC,72,104,29,Finance,Series B,$60,2020,52.52437,13.41053
2700,Checkr,San Francisco Bay Area,USA,North America,64,2020-07-23 00:00:00 UTC,12,533,469,HR,Series D,$309,2020,37.77493,-122.41942
2702,LinkedIn,San Francisco Bay Area,USA,North America,960,2020-07-21 00:00:00 UTC,6,16000,15040,Recruiting,Acquired,$154,2020,37.36883,-122.03635
2703,Lighter Capital,Seattle,USA,North America,22,2020-07-20 00:00:00 UTC,49,45,23,Finance,Series B,$15,2020,47.60621,-122.33207
2706,Optimizely,San Francisco Bay Area,USA,North America,60,2020-07-15 00:00:00 UTC,15,400,340,Marketing,Series D,$251,2020,37.77493,-122.41942
2707,Skyscanner,Edinburgh,United Kingdom,Europe,300,2020-07-14 00:00:00 UTC,20,1500,1200,Travel,Acquired,$197,2020,55.95206,-3.19648
2711,Zilingo,Singapore,Singapore,Asia,100,2020-07-09 00:00:00 UTC,12,833,733,Retail,Series D,$307,2020,1.28967,103.85007
2719,G2,Chicago,USA,North America,17,2020-06-30 00:00:00 UTC,5,340,323,Marketing,Series C,$101,2020,41.85003,-87.65005
2721,Katerra,San Francisco Bay Area,USA,North America,400,2020-06-29 00:00:00 UTC,7,5714,5314,Construction,Series E,$1300,2020,37.45383,-122.18219
2722,Bounce,Bengaluru,India,Asia,130,2020-06-29 00:00:00 UTC,22,591,461,Transportation,Series D,$214,2020,12.97194,77.59369
2730,Sonos,New York City,USA,North America,174,2020-06-24 00:00:00 UTC,12,1450,1276,Consumer,Post-IPO,$455,2020,40.71427,-74.00597
2732,Gojek,Jakarta,Indonesia,Asia,430,2020-06-23 00:00:00 UTC,9,4778,4348,Transportation,Series F,$4800,2020,-6.21462,106.84513
2733,ScaleFactor,Austin,USA,North America,90,2020-06-23 00:00:00 UTC,90,100,10,Finance,Series C,$103,2020,30.26715,-97.74306
2734,Dark,San Francisco Bay Area,USA,North America,6,2020-06-23 00:00:00 UTC,100,6,0,Product,Seed,$3,2020,37.77493,-122.41942
2735,Intuit,San Francisco Bay Area,USA,North America,715,2020-06-22 00:00:00 UTC,7,10214,9499,Finance,Post-IPO,$18,2020,37.38605,-122.08385
2738,Navi,Bengaluru,India,Asia,40,2020-06-17 00:00:00 UTC,25,160,120,Finance,Private Equity …,$582,2020,12.97194,77.59369
2739,PaisaBazaar,Gurugram,India,Asia,1500,2020-06-16 00:00:00 UTC,50,3000,1500,Finance,Series G,$496,2020,28.4601,77.02635
2740,Grab,Singapore,Singapore,Asia,360,2020-06-16 00:00:00 UTC,5,7200,6840,Transportation,Series I,$9900,2020,1.28967,103.85007
2741,Splunk,San Francisco Bay Area,USA,North America,70,2020-06-16 00:00:00 UTC,1,7000,6930,Data,Post-IPO,$40,2020,37.77493,-122.41942
2742,Redox,Madison,USA,North America,44,2020-06-16 00:00:00 UTC,25,176,132,Healthcare,Series C,$50,2020,43.07305,-89.40123
2745,Uber,Amsterdam,Netherlands,Europe,225,2020-06-12 00:00:00 UTC,25,900,675,Transportation,Post-IPO,24700,2020,52.37403,4.88969
2746,SynapseFI,San Francisco Bay Area,USA,North America,63,2020-06-12 00:00:00 UTC,48,131,68,Finance,Series B,$50,2020,37.77493,-122.41942
2748,Branch,New York City,USA,North America,3,2020-06-11 00:00:00 UTC,27,11,8,Retail,Seed,$2,2020,40.71427,-74.00597
2751,The Athletic,San Francisco Bay Area,USA,North America,46,2020-06-05 00:00:00 UTC,8,575,529,Media,Series D,$139,2020,37.77493,-122.41942
2752,Ethos Life,San Francisco Bay Area,USA,North America,18,2020-06-05 00:00:00 UTC,14,129,111,Finance,Series C,$106,2020,37.77493,-122.41942
2753,Lastline,San Francisco Bay Area,USA,North America,50,2020-06-04 00:00:00 UTC,40,125,75,Security,Series C,$52,2020,37.77493,-122.41942
2754,Builder,Los Angeles,USA,North America,39,2020-06-04 00:00:00 UTC,14,279,240,Product,Series A,$29,2020,34.05223,-118.24368
2756,Monzo,London,United Kingdom,Europe,120,2020-06-03 00:00:00 UTC,8,1500,1380,Finance,Series F,$324,2020,51.50853,-0.12574
2758,SpotHero,Chicago,USA,North America,40,2020-06-03 00:00:00 UTC,21,190,150,Transportation,Series D,$117,2020,41.85003,-87.65005
2759,Credit Sesame,San Francisco Bay Area,USA,North America,22,2020-06-03 00:00:00 UTC,14,157,135,Finance,Series F,$120,2020,37.38605,-122.08385
2761,Rivian,Detroit,USA,North America,40,2020-06-02 00:00:00 UTC,2,2000,1960,Transportation,Private Equity …,$3100,2020,42.33143,-83.04575
2762,Fundbox,San Francisco Bay Area,USA,North America,14,2020-06-02 00:00:00 UTC,15,93,79,Finance,Series C,$453,2020,37.77493,-122.41942
2763,Descartes Labs,Santa Fe,USA,North America,12,2020-06-02 00:00:00 UTC,16,75,63,Data,Series B,$58,2020,33.94724,-118.08535
2765,Stitch Fix,San Francisco Bay Area,USA,North America,1400,2020-06-01 00:00:00 UTC,18,7778,6378,Retail,Post-IPO,$79,2020,37.77493,-122.41942
2766,MakeMyTrip,Gurugram,India,Asia,350,2020-06-01 00:00:00 UTC,10,3500,3150,Travel,Post-IPO,$548,2020,28.4601,77.02635
2767,CrowdStreet,Portland,USA,North America,24,2020-06-01 00:00:00 UTC,22,109,85,Real Estate,Series C,$24,2020,45.52345,-122.67621
2768,Brex,San Francisco Bay Area,USA,North America,62,2020-05-29 00:00:00 UTC,15,413,351,Finance,Series C,$732,2020,37.77493,-122.41942
2769,Loftium,Seattle,USA,North America,32,2020-05-29 00:00:00 UTC,60,53,21,Real Estate,Series A,$17,2020,47.60621,-122.33207
2770,BookMyShow,Mumbai,India,Asia,270,2020-05-28 00:00:00 UTC,18,1500,1230,Consumer,Unknown,$224,2020,19.07283,72.88261
2771,TrueCar,Los Angeles,USA,North America,219,2020-05-28 00:00:00 UTC,30,730,511,Transportation,Post-IPO,$340,2020,34.05223,-118.24368
2773,Culture Amp,Melbourne,Australia,Australia,36,2020-05-28 00:00:00 UTC,8,450,414,HR,Series E,$157,2020,-37.814,144.96332
2774,The Sill,New York City,USA,North America,20,2020-05-28 00:00:00 UTC,25,80,60,Retail,Series A,$7,2020,40.71427,-74.00597
2775,Instructure,Salt Lake City,USA,North America,150,2020-05-27 00:00:00 UTC,12,1250,1100,Education,Acquired,$89,2020,40.76078,-111.89105
2776,Ebanx,Curitiba,Brazil,South America,62,2020-05-27 00:00:00 UTC,8,775,713,Finance,Unknown,$30,2020,-25.42778,-49.27306
2777,Uber,Bengaluru,India,Asia,600,2020-05-26 00:00:00 UTC,23,2609,2009,Transportation,Post-IPO,$24700,2020,12.97194,77.59369
2778,Bluprint,Denver,USA,North America,137,2020-05-26 00:00:00 UTC,100,137,0,Education,Acquired,$108,2020,39.73915,-104.9847
2782,Cvent,Washington DC,USA,North America,400,2020-05-21 00:00:00 UTC,10,4000,3600,Marketing,Acquired,$146,2020,38.89511,-77.03637
2783,PickYourTrail,Chennai,India,Asia,70,2020-05-21 00:00:00 UTC,35,200,130,Travel,Series A,$3,2020,13.08784,80.27847
2784,Glitch,New York City,USA,North America,18,2020-05-21 00:00:00 UTC,36,50,32,Product,Series A,$30,2020,40.71427,-74.00597
2786,Ola,Bengaluru,India,Asia,1400,2020-05-20 00:00:00 UTC,35,4000,2600,Transportation,Series J,$3800,2020,12.97194,77.59369
2787,Samsara,San Francisco Bay Area,USA,North America,300,2020-05-20 00:00:00 UTC,18,1667,1367,Logistics,Series F,$530,2020,37.77493,-122.41942
2788,Stay Alfred,Spokane,USA,North America,221,2020-05-20 00:00:00 UTC,100,221,0,Travel,Series B,$62,2020,47.65966,-117.42908
2789,SoFi,San Francisco Bay Area,USA,North America,112,2020-05-20 00:00:00 UTC,7,1600,1488,Finance,Private Equity …,$2.500,2020,37.77493,-122.41942
2790,ShareChat,Bengaluru,India,Asia,101,2020-05-20 00:00:00 UTC,25,404,303,Marketing,Series D,$222,2020,12.97194,77.59369
2791,Intercom,San Francisco Bay Area,USA,North America,39,2020-05-20 00:00:00 UTC,6,650,611,Support,Series D,$240,2020,37.77493,-122.41942
2792,Livspace,Bengaluru,India,Asia,450,2020-05-19 00:00:00 UTC,15,3000,2550,Retail,Series D,$157,2020,12.97194,77.59369
2793,Pollen,London,United Kingdom,Europe,69,2020-05-19 00:00:00 UTC,31,223,154,Travel,Series B,$88,2020,51.50853,-0.12574
2796,Uber,San Francisco Bay Area,USA,North America,3000,2020-05-18 00:00:00 UTC,13,23077,20077,Transportation,Post-IPO,$24700,2020,37.77493,-122.41942
2798,Swiggy,Bengaluru,India,Asia,1100,2020-05-18 00:00:00 UTC,14,7857,6757,Food,Series I,$1600,2020,12.97194,77.59369
2799,WeWork,New Delhi,India,Asia,100,2020-05-18 00:00:00 UTC,20,500,400,Real Estate,Series H,$19500,2020,28.65195,77.23149
2805,Zomato,Gurugram,India,Asia,520,2020-05-15 00:00:00 UTC,13,4000,3480,Food,Series J,$914,2020,28.4601,77.02635
2806,Lendingkart,Ahmedabad,India,Asia,500,2020-05-15 00:00:00 UTC,50,1000,500,Finance,Unknown,$200,2020,23.02579,72.58727
2807,Lattice,San Francisco Bay Area,USA,North America,16,2020-05-15 00:00:00 UTC,10,160,144,HR,Series C,$49,2020,37.77493,-122.41942
2809,Cruise,San Francisco Bay Area,USA,North America,150,2020-05-14 00:00:00 UTC,8,1875,1725,Transportation,Acquired,$5300,2020,37.77493,-122.41942
2811,Integral Ad Scien…,New York City,USA,North America,70,2020-05-14 00:00:00 UTC,10,700,630,Marketing,Acquired,$116,2020,40.71427,-74.00597
2812,Ridecell,San Francisco Bay Area,USA,North America,35,2020-05-14 00:00:00 UTC,15,233,198,Transportation,Series B,$73,2020,37.77493,-122.41942
2817,Deliv,San Francisco Bay Area,USA,North America,669,2020-05-13 00:00:00 UTC,100,669,0,Retail,Series C,$80,2020,37.45383,-122.18219
2818,Mercos,Joinville,Brazil,South America,51,2020-05-13 00:00:00 UTC,40,128,77,Sales,Unknown,$2,2020,-26.30444,-48.84556
2819,Kickstarter,New York City,USA,North America,25,2020-05-13 00:00:00 UTC,18,139,114,Finance,Unknown,$10,2020,40.71427,-74.00597
2826,Zeus Living,San Francisco Bay Area,USA,North America,73,2020-05-12 00:00:00 UTC,50,146,73,Real Estate,Series B,$79,2020,37.77493,-122.41942
2827,Mixpanel,San Francisco Bay Area,USA,North America,65,2020-05-12 00:00:00 UTC,19,342,277,Data,Series B,$77,2020,37.77493,-122.41942
2828,Hireology,Chicago,USA,North America,36,2020-05-12 00:00:00 UTC,17,212,176,Recruiting,Series D,$52,2020,41.85003,-87.65005
2829,Top Hat,Toronto,Canada,North America,16,2020-05-12 00:00:00 UTC,3,533,517,Education,Series D,$104,2020,43.70643,-79.39864
2832,Revolut,London,United Kingdom,Europe,60,2020-05-11 00:00:00 UTC,3,2000,1940,Finance,Series D,$837,2020,51.50853,-0.12574
2833,Cadre,New York City,USA,North America,28,2020-05-11 00:00:00 UTC,25,112,84,Real Estate,Series C,$133,2020,40.71427,-74.00597
2834,N26,New York City,USA,North America,9,2020-05-08 00:00:00 UTC,1,900,891,Finance,Series D,$782,2020,40.71427,-74.00597
2835,Jump,New York City,USA,North America,500,2020-05-07 00:00:00 UTC,100,500,0,Transportation,Acquired,$11,2020,40.71427,-74.00597
2836,Glassdoor,San Francisco Bay Area,USA,North America,300,2020-05-07 00:00:00 UTC,30,1000,700,Recruiting,Acquired,$204,2020,37.77493,-122.41942
2837,Numbrs,Zurich,Switzerland,Europe,62,2020-05-07 00:00:00 UTC,50,124,62,Finance,Series B,$78,2020,47.36667,8.55
2838,Flywire,Boston,USA,North America,60,2020-05-07 00:00:00 UTC,12,500,440,Finance,Series E,$263,2020,42.35843,-71.05977
2840,Tally,San Francisco Bay Area,USA,North America,28,2020-05-07 00:00:00 UTC,23,122,94,Finance,Series C,$92,2020,37.77493,-122.41942
2842,Uber,San Francisco Bay Area,USA,North America,3700,2020-05-06 00:00:00 UTC,14,26429,22729,Transportation,Post-IPO,$24700,2020,37.77493,-122.41942
2845,Rubicon Project,Los Angeles,USA,North America,50,2020-05-06 00:00:00 UTC,8,625,575,Marketing,Post-IPO,$60,2020,34.05223,-118.24368
2846,Segment,San Francisco Bay Area,USA,North America,50,2020-05-06 00:00:00 UTC,10,500,450,Data,Series D,$283,2020,37.77493,-122.41942
2849,Airbnb,San Francisco Bay Area,USA,North America,1900,2020-05-05 00:00:00 UTC,25,7600,5700,Travel,Private Equity …,$5400,2020,37.77493,-122.41942
2850,Juul,San Francisco Bay Area,USA,North America,900,2020-05-05 00:00:00 UTC,30,3000,2100,Consumer,Unknown,$1500,2020,37.77493,-122.41942
2851,Andela,New York City,USA,North America,135,2020-05-05 00:00:00 UTC,10,1350,1215,Recruiting,Series D,$181,2020,40.71427,-74.00597
2852,Stack Overflow,New York City,USA,North America,40,2020-05-05 00:00:00 UTC,15,267,227,Recruiting,Series D,$68,2020,40.71427,-74.00597
2854,Workable,Boston,USA,North America,25,2020-05-05 00:00:00 UTC,10,250,225,Recruiting,Series C,$84,2020,42.35843,-71.05977
2858,CureFit,Bengaluru,India,Asia,800,2020-05-04 00:00:00 UTC,16,5000,4200,Fitness,Series D,$404,2020,12.97194,77.59369
2859,Careem,Dubai,United Arabian Emirates,Asia,536,2020-05-04 00:00:00 UTC,31,1729,1193,Transportation,Acquired,$771,2020,25.07725,55.30927
2860,Oriente,Hong Kong,Hong Kong,Asia,400,2020-05-04 00:00:00 UTC,20,2000,1600,Finance,Series B,$175,2020,22.27832,114.17469
2861,Veriff,Tallinn,Estonia,Europe,63,2020-05-04 00:00:00 UTC,21,300,237,Security,Series A,$7,2020,59.43696,24.75353
2862,Element AI,Montreal,Canada,North America,62,2020-05-04 00:00:00 UTC,15,413,351,Other,Series B,$257,2020,45.50884,-73.58781
2863,Deputy,Sydney,Australia,Australia,60,2020-05-04 00:00:00 UTC,30,200,140,HR,Series B,$106,2020,-33.86785,151.20732
2864,Loopio,Toronto,Canada,North America,11,2020-05-04 00:00:00 UTC,8,138,127,Sales,Series A,$11,2020,43.70643,-79.39864
2867,Trax,Tel Aviv,Israel,Asia,120,2020-05-03 00:00:00 UTC,10,1200,1080,Retail,Series D,$386,2020,32.08088,34.78057
2870,Namely,New York City,USA,North America,110,2020-05-01 00:00:00 UTC,40,275,165,HR,Series E,$217,2020,40.71427,-74.00597
2871,Culture Trip,London,United Kingdom,Europe,95,2020-05-01 00:00:00 UTC,32,297,202,Media,Series B,$102,2020,51.50853,-0.12574
2872,Sandbox VR,San Francisco Bay Area,USA,North America,80,2020-05-01 00:00:00 UTC,80,100,20,Consumer,Series A,$82,2020,37.77493,-122.41942
2875,TheSkimm,New York City,USA,North America,26,2020-05-01 00:00:00 UTC,20,130,104,Media,Series C,$28,2020,40.71427,-74.00597
2884,Lyft,San Francisco Bay Area,USA,North America,982,2020-04-29 00:00:00 UTC,17,5776,4794,Transportation,Post-IPO,$4900,2020,37.77493,-122.41942
2886,Kayak / OpenTable,Stamford,USA,North America,160,2020-04-29 00:00:00 UTC,8,2000,1840,Travel,Acquired,$229,2020,41.05343,-73.53873
2888,Lime,San Francisco Bay Area,USA,North America,80,2020-04-29 00:00:00 UTC,13,615,535,Transportation,Series D,$765,2020,37.77493,-122.41942
2889,TranSan Franciscoix,New York City,USA,North America,24,2020-04-29 00:00:00 UTC,10,240,216,Logistics,Series D,$128,2020,40.71427,-74.00597
2891,TripAdvisor,Boston,USA,North America,900,2020-04-28 00:00:00 UTC,25,3600,2700,Travel,Post-IPO,$3,2020,42.35843,-71.05977
2893,Deliveroo,London,United Kingdom,Europe,367,2020-04-28 00:00:00 UTC,15,2447,2080,Food,Series G,$1500,2020,51.50853,-0.12574
2894,App Annie,San Francisco Bay Area,USA,North America,80,2020-04-28 00:00:00 UTC,18,444,364,Data,Unknown,$156,2020,37.77493,-122.41942
2895,OpenX,Los Angeles,USA,North America,35,2020-04-28 00:00:00 UTC,15,233,198,Marketing,Unknown,$70,2020,34.05223,-118.24368
2896,PayJoy,San Francisco Bay Area,USA,North America,27,2020-04-28 00:00:00 UTC,25,108,81,Finance,Series B,$71,2020,37.77493,-122.41942
2897,Shipsi,Los Angeles,USA,North America,20,2020-04-28 00:00:00 UTC,50,40,20,Retail,Seed,$2,2020,34.05223,-118.24368
2900,Automation Anything,San Francisco Bay Area,USA,North America,260,2020-04-27 00:00:00 UTC,10,2600,2340,Other,Series B,$840,2020,37.33939,-121.89496
2901,JetClosing,Seattle,USA,North America,20,2020-04-27 00:00:00 UTC,20,100,80,Real Estate,Series A,$24,2020,47.60621,-122.33207
2905,Submittable,Missoula,USA,North America,30,2020-04-25 00:00:00 UTC,20,150,120,Other,Series B,$17,2020,46.87215,-113.994
2906,Divergent 3D,Los Angeles,USA,North America,57,2020-04-24 00:00:00 UTC,36,158,101,Transportation,Series B,$88,2020,34.05223,-118.24368
2907,Ada Support,Toronto,Canada,North America,36,2020-04-24 00:00:00 UTC,23,157,121,Support,Series B,$60,2020,43.70643,-79.39864
2908,UPshow,Chicago,USA,North America,19,2020-04-24 00:00:00 UTC,30,63,44,Marketing,Series A,$7,2020,41.85003,-87.65005
2909,Lighter Capital,Seattle,USA,North America,18,2020-04-24 00:00:00 UTC,22,82,64,Finance,Series B,$15,2020,47.60621,-122.33207
2910,Horizn Studios,Berlin,Germany,Europe,15,2020-04-24 00:00:00 UTC,25,60,45,Travel,Series B,$30,2020,52.52437,13.41053
2911,Welkin Health,San Francisco Bay Area,USA,North America,10,2020-04-24 00:00:00 UTC,33,30,20,Healthcare,Series B,$29,2020,37.77493,-122.41942
2912,Jiobit,Chicago,USA,North America,6,2020-04-24 00:00:00 UTC,21,29,23,Consumer,Unknown,$12,2020,41.85003,-87.65005
2913,TutorMundi,Sao Paulo,Brazil,South America,4,2020-04-24 00:00:00 UTC,100,4,0,Education,Series A,$2,2020,-23.5475,-46.63611
2916,StockX,Detroit,USA,North America,100,2020-04-23 00:00:00 UTC,12,833,733,Retail,Series C,$160,2020,42.33143,-83.04575
2917,Zenefits,San Francisco Bay Area,USA,North America,87,2020-04-23 00:00:00 UTC,15,580,493,HR,Series C,$583,2020,37.77493,-122.41942
2918,Sisense,New York City,USA,North America,80,2020-04-23 00:00:00 UTC,9,889,809,Data,Series F,$274,2020,40.71427,-74.00597
2919,Oscar Health,New York City,USA,North America,70,2020-04-23 00:00:00 UTC,5,1400,1330,Healthcare,Unknown,1300,2020,40.71427,-74.00597
2924,Magic Leap,Miami,USA,North America,1000,2020-04-22 00:00:00 UTC,50,2000,1000,Consumer,Series E,$2600,2020,25.77427,-80.19366
2925,When I Work,Minneapolis,USA,North America,55,2020-04-22 00:00:00 UTC,35,157,102,HR,Series B,$24,2020,44.97997,-93.26384
2926,Ike,San Francisco Bay Area,USA,North America,10,2020-04-22 00:00:00 UTC,14,71,61,Transportation,Series A,$52,2020,37.77493,-122.41942
2931,Swiggy,Bengaluru,India,Asia,800,2020-04-21 00:00:00 UTC,9.2410765854222,8657,7857,Food,Series I,$1600,2020,12.97194,77.59369
2933,Lending Club,San Francisco Bay Area,USA,North America,460,2020-04-21 00:00:00 UTC,30,1533,1073,Finance,Post-IPO,$392,2020,37.77493,-122.41942
2934,Houzz,San Francisco Bay Area,USA,North America,155,2020-04-21 00:00:00 UTC,10,1550,1395,Consumer,Series E,$613,2020,37.44188,-122.14302
2935,Casper,New York City,USA,North America,78,2020-04-21 00:00:00 UTC,21,371,293,Retail,Post-IPO,$339,2020,40.71427,-74.00597
2936,RealSelf,Seattle,USA,North America,40,2020-04-21 00:00:00 UTC,13,308,268,Healthcare,Series B,$42,2020,47.60621,-122.33207
2937,Freshbooks,Toronto,Canada,North America,38,2020-04-21 00:00:00 UTC,9,422,384,Finance,Series B,$75,2020,43.70643,-79.39864
2938,Patreon,San Francisco Bay Area,USA,North America,30,2020-04-21 00:00:00 UTC,13,231,201,Media,Series D,$165,2020,37.77493,-122.41942
2941,Bringg,Tel Aviv,Israel,Asia,10,2020-04-21 00:00:00 UTC,10,100,90,Logistics,Series D,$84,2020,32.08088,34.78057
2942,Klook,Hong Kong,Hong Kong,Asia,300,2020-04-20 00:00:00 UTC,15,2000,1700,Travel,Series D,$521,2020,22.27832,114.17469
2943,ConsenSys,New York City,USA,North America,91,2020-04-20 00:00:00 UTC,14,650,559,Crypto,Unknown,$10,2020,40.71427,-74.00597
2944,GumGum,Los Angeles,USA,North America,90,2020-04-20 00:00:00 UTC,25,360,270,Marketing,Series D,$58,2020,34.05223,-118.24368
2945,Kueski,Guadalajara,Mexico,North America,90,2020-04-20 00:00:00 UTC,30,300,210,Finance,Series B,$38,2020,20.66682,-103.39182
2946,Movidesk,Blumenau,Brazil,South America,33,2020-04-20 00:00:00 UTC,25,132,99,Support,Seed,$1,2020,-26.91944,-49.06611
2948,Komodo Health,San Francisco Bay Area,USA,North America,23,2020-04-20 00:00:00 UTC,9,256,233,Healthcare,Series C,$50,2020,37.77493,-122.41942
2949,Forward,San Francisco Bay Area,USA,North America,10,2020-04-20 00:00:00 UTC,3,333,323,Healthcare,Series C,$100,2020,37.77493,-122.41942
2953,ContaAzul,Joinville,Brazil,South America,140,2020-04-17 00:00:00 UTC,35,400,260,Education,Series D,$37,2020,-26.30444,-48.84556
2954,Greenhouse,New York City,USA,North America,120,2020-04-17 00:00:00 UTC,28,429,309,Recruiting,Series D,$110,2020,40.71427,-74.00597
2955,QuintoAndar,Sao Paulo,Brazil,South America,88,2020-04-17 00:00:00 UTC,8,1100,1012,Real Estate,Series D,$335,2020,-23.5475,-46.63611
2956,Loft,Sao Paulo,Brazil,South America,47,2020-04-17 00:00:00 UTC,10,470,423,Real Estate,Series C,$263,2020,-23.5475,-46.63611
2957,Zilingo,Singapore,Singapore,Asia,44,2020-04-17 00:00:00 UTC,5,880,836,Retail,Series D,$307,2020,1.28967,103.85007
2959,Sweetgreen,Los Angeles,USA,North America,35,2020-04-17 00:00:00 UTC,10,350,315,Food,Series I,$478,2020,34.05223,-118.24368
2960,People.ai,San Francisco Bay Area,USA,North America,30,2020-04-17 00:00:00 UTC,18,167,137,Marketing,Series C,$100,2020,37.77493,-122.41942
2961,Tor,Boston,USA,North America,13,2020-04-17 00:00:00 UTC,37,35,22,Security,Unknown,$1,2020,42.35843,-71.05977
2966,CarGurus,Boston,USA,North America,130,2020-04-16 00:00:00 UTC,13,1000,870,Transportation,Post-IPO,$1,2020,42.35843,-71.05977
2967,Funding Societies,Singapore,Singapore,Asia,65,2020-04-16 00:00:00 UTC,18,361,296,Finance,Series B,$42,2020,1.28967,103.85007
2968,CleverTap,Mumbai,India,Asia,60,2020-04-16 00:00:00 UTC,20,300,240,Marketing,Series C,$76,2020,19.07283,72.88261
2975,Opendoor,San Francisco Bay Area,USA,North America,600,2020-04-15 00:00:00 UTC,35,1714,1114,Real Estate,Series E,$1500,2020,37.77493,-122.41942
2976,GoPro,San Francisco Bay Area,USA,North America,200,2020-04-15 00:00:00 UTC,20,1000,800,Consumer,Post-IPO,$288,2020,37.56299,-122.32553
2977,Shop101,Mumbai,India,Asia,200,2020-04-15 00:00:00 UTC,40,500,300,Retail,Series C,$19,2020,19.07283,72.88261
2978,Zume,Camarillo,USA,North America,200,2020-04-15 00:00:00 UTC,67,299,99,Food,Unknown,$423,2020,34.21639,-119.0376
2979,Carta,San Francisco Bay Area,USA,North America,161,2020-04-15 00:00:00 UTC,16,1006,845,Finance,Series E,$447,2020,37.77493,-122.41942
2981,Parsable,San Francisco Bay Area,USA,North America,40,2020-04-15 00:00:00 UTC,25,160,120,HR,Series C,$72,2020,37.77493,-122.41942
2982,Kodiak Robotics,San Francisco Bay Area,USA,North America,15,2020-04-15 00:00:00 UTC,20,75,60,Transportation,Series A,$40,2020,37.38605,-122.08385
2988,The RealReal,San Francisco Bay Area,USA,North America,235,2020-04-14 00:00:00 UTC,10,2350,2115,Retail,Post-IPO,$358,2020,37.77493,-122.41942
2989,TouchBistro,Toronto,Canada,North America,131,2020-04-14 00:00:00 UTC,23,570,439,Food,Series E,$224,2020,43.70643,-79.39864
2990,Envoy,San Francisco Bay Area,USA,North America,58,2020-04-14 00:00:00 UTC,30,193,135,HR,Series B,$59,2020,37.77493,-122.41942
2991,VSCO,San Francisco Bay Area,USA,North America,45,2020-04-14 00:00:00 UTC,35,129,84,Consumer,Series B,$90,2020,37.80437,-122.2708
2997,Groupon,Chicago,USA,North America,2800,2020-04-13 00:00:00 UTC,44,6364,3564,Retail,Post-IPO,1400,2020,41.85003,-87.65005
2998,Zoox,San Francisco Bay Area,USA,North America,100,2020-04-13 00:00:00 UTC,10,1000,900,Transportation,Series B,$955,2020,37.55855,-122.27108
2999,Neon,Sao Paulo,Brazil,South America,70,2020-04-13 00:00:00 UTC,10,700,630,Finance,Series B,$120,2020,-23.5475,-46.63611
3000,EasyPost,San Francisco Bay Area,USA,North America,50,2020-04-13 00:00:00 UTC,25,200,150,Logistics,Series A,$12,2020,37.77493,-122.41942
