Country Code,Country Name,Region ID,Region Name,Income Group Acronym,Income Group Name,Transaction Type ID,Transaction Type Name,Fiscal Year,current_amount,constant_amount
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1976tq,500000,1981901
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1977,8790000,33462051
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1978,25327000,90326511
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1979,28837000,95163611
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1980,47773000,145000093
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1981,29539000,81647198
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1982,69962000,180835686
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1983,62063000,153698989
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1984,59369000,141946804
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1985,56683000,131142573
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1986,56369000,127534104
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1987,58896000,130347509
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1988,40828000,87529283
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1989,34971000,72053306
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1990,30709000,61035106
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1991,25155000,48274446
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1992,25046000,46893292
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1993,15403000,28176929
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1994,7570000,13552602
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1995,7365000,12912076
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1996,2619000,4506842
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1997,2236000,3780605
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1998,1000,1670
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1999,3782300,6238443
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2000,9931000,16045815
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2001,3393469,5353121
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2002,8786098,13644510
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2003,32757206,49916688
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2004,23499200,34954573
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2005,65130553,94026031
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2006,13080526,18288338
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2007,13726283,18678959
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2008,23781441,31701040
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2009,19912756,26276980
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2010,37970883,49674552
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2011,62576787,80247384
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2012,74695313,94063794
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2013,81245463,100473725
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2014,88765085,107689662
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2015,76418586,91660079
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2016,53355713,63471419
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2017,57212923,66866120
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2018,75257964,85937946
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2019,86469983,96844233
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2020,71655275,79195611
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2021,35510466,37970892
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2022,49156531,49156531
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2023,31190213,29749179
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,3,Disbursements,2001,2479849,3911905
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,3,Disbursements,2002,3879168,6024216
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,3,Disbursements,2003,19824228,30208918
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,3,Disbursements,2004,24416365,36318825
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,3,Disbursements,2005,38890004,56143733
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,3,Disbursements,2006,42437544,59333405
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,3,Disbursements,2007,13846368,18842371
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,3,Disbursements,2008,19166129,25548758
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,3,Disbursements,2009,20287082,26770968
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,3,Disbursements,2010,22464636,29388839
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,3,Disbursements,2011,25501025,32702077
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,3,Disbursements,2012,50811464,63986900
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,3,Disbursements,2013,68647988,84894837
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,3,Disbursements,2014,81991322,99471717
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,3,Disbursements,2015,67173746,80571370
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,3,Disbursements,2016,72331081,86044336
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,3,Disbursements,2017,80475796,94053973
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,3,Disbursements,2018,83632355,95500736
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,3,Disbursements,2019,68649770,76886023
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,3,Disbursements,2020,62760145,69364443
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,3,Disbursements,2021,24116781,25787778
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,3,Disbursements,2022,30550076,30550076
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,3,Disbursements,2023,38466640,36689423
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,18,President's Budget Requests,2022,15700000,15700000
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,18,President's Budget Requests,2023,31720000,30254486
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,18,President's Budget Requests,2024,41000000,38202961
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2006,77800000,108774887
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2007,266750000,362997919
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2008,147148000,196150604
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2009,123033000,162355084
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2010,99270000,129867767
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2011,85428000,109551405
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2012,66732000,84035608
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2013,62419000,77191638
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2014,53991444,65502337
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2015,45437000,54499298
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2016,45271000,53853930
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2017,53878000,62968508
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2018,50064000,57168656
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2019,54102000,60592891
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2020,53300000,58908802
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2021,45560000,48716745
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2022,45550000,45550000
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2023,195558,186523
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,18,President's Budget Requests,2008,151646000,202146512
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,18,President's Budget Requests,2009,127670000,168474097
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,18,President's Budget Requests,2010,105270000,137717133
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,18,President's Budget Requests,2011,85450000,109579616
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,18,President's Budget Requests,2012,67450000,84939786
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,18,President's Budget Requests,2013,57668000,71316224
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,18,President's Budget Requests,2014,57158000,69343998
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,18,President's Budget Requests,2015,48120000,57717416
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,18,President's Budget Requests,2016,50720000,60336006
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,18,President's Budget Requests,2017,53440000,62456605
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,18,President's Budget Requests,2018,34470000,39361688
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,18,President's Budget Requests,2019,30970000,34685629
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,18,President's Budget Requests,2020,26250000,29012308
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,18,President's Budget Requests,2021,32400000,34644920
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,18,President's Budget Requests,2022,47850000,47850000
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,18,President's Budget Requests,2023,46300000,44160866
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,18,President's Budget Requests,2024,46450000,43281157
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,1997,907524,1534432
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,1998,1472458,2458913
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,1999,14944000,24648303
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2000,164736624,266169914
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2001,83001023,130932217
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2002,5896000,9156287
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2003,412082,627947
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2004,1258332,1871742
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2005,75030863,108318658
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2006,1214597,1698169
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2007,3317909,4515066
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2008,8275522,11031402
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2009,58899247,77723799
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2010,34951772,45724876
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2011,36245383,46480459
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2012,29531841,37189447
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2013,59457313,73529009
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2014,71920081,87253342
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2015,53558610,64240744
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2016,47461911,56460217
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2017,101637780,118786503
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2018,51735108,59076910
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2019,75312441,84348067
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2020,59171456,65398102
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2021,56933567,60878343
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2022,97830379,97830379
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2023,44426123,42373546
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,3,Disbursements,2001,50149868,79110262
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,3,Disbursements,2002,4996000,7758618
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,3,Disbursements,2003,412082,627947
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,3,Disbursements,2004,1258332,1871742
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,3,Disbursements,2005,74670863,107798942
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,3,Disbursements,2006,800597,1119342
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,3,Disbursements,2007,2235619,3042268
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,3,Disbursements,2008,3362779,4482638
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,3,Disbursements,2009,33689468,44456823
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,3,Disbursements,2010,12032327,15741025
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,3,Disbursements,2011,23491193,30124705
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,3,Disbursements,2012,99978840,125903359
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,3,Disbursements,2013,82727329,102306327
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,3,Disbursements,2014,60880305,73859884
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,3,Disbursements,2015,58035975,69611073
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,3,Disbursements,2016,67028761,79736734
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,3,Disbursements,2017,57907400,67677764
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,3,Disbursements,2018,60758732,69381075
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,3,Disbursements,2019,63037056,70599929
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,3,Disbursements,2020,52374042,57885401
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,3,Disbursements,2021,56197638,60091390
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,3,Disbursements,2022,84443818,84443818
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,3,Disbursements,2023,59917447,57149179
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,1,Appropriated and Planned,2006,10894000,15231280
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,1,Appropriated and Planned,2007,13300000,18098865
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,1,Appropriated and Planned,2008,45330000,60425605
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,1,Appropriated and Planned,2009,20000000,26392120
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,1,Appropriated and Planned,2010,20000000,26164555
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,1,Appropriated and Planned,2011,20000000,25647658
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,1,Appropriated and Planned,2012,20000000,25186000
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,1,Appropriated and Planned,2013,19283000,23846687
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,1,Appropriated and Planned,2014,20000000,24263969
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,1,Appropriated and Planned,2015,20000000,23988951
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,1,Appropriated and Planned,2016,20000000,23791800
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,1,Appropriated and Planned,2017,20000000,23374478
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,1,Appropriated and Planned,2018,20000000,22838230
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,1,Appropriated and Planned,2019,20000000,22399502
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,1,Appropriated and Planned,2020,20000000,22104617
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,1,Appropriated and Planned,2021,20000000,21385752
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,1,Appropriated and Planned,2022,20000000,20000000
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1946,100000,1206226
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1947,100000,1087478
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1948,100000,993139
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1951,100000,924596
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1952,700000,6220960
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1953,1900000,16581220
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1954,1699000,14654456
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1955,2091000,17900722
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1956,2538000,21180274
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1957,6190000,49808735
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1958,2553000,19944124
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1959,1293000,9946701
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1960,1000000,7590717
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1961,2000,14974
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1990,180000,357756
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1991,462132,886867
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1992,1154306,2161192
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1993,547100,1000817
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1994,577965,1034734
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1995,873563,1531503
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1996,2512258,4323157
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1997,565257,955730
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1998,409000,683005
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1999,744453,1227884
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2000,4339818,7011973
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2001,3594200,5669768
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2002,8067270,12528195
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2003,7496098,11422843
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2004,9338495,13890818
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2005,15284973,22066223
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2006,17526117,24503872
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2007,12092961,16456306
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2008,33897650,45186106
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2009,20346657,26849569
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2010,14860354,19440726
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2011,13932182,17866393
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2012,11760600,14810121
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2013,13119960,16225049
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2014,6457403,7834109
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2015,5777426,6929717
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2016,14106193,16780587
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2017,14205356,16602142
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2018,11895778,13583931
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2019,14850542,16632239
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2020,6808897,7525401
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2021,6613448,7071675
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2022,6808674,6808674
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2023,9519970,9080127
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2001,3764717,5938757
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2002,5150787,7998991
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2003,7987106,12171056
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2004,8200969,12198777
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2005,8529145,12313145
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2006,15000659,20972940
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2007,11539932,15703730
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2008,12539173,16714910
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2009,18538548,24463560
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2010,17810636,23300364
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2011,13094528,16792200
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2012,13925981,17536987
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2013,10591872,13098634
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2014,11639100,14120535
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2015,13150169,15772939
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2016,11067457,13165738
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2017,6302897,7366346
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2018,12294324,14039024
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2019,12859985,14402871
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2020,10060567,11119260
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2021,8757090,9363846
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2022,6997720,6997720
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2023,9311165,8880971
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,18,President's Budget Requests,2008,45700000,60918821
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,18,President's Budget Requests,2009,20000000,26392120
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,18,President's Budget Requests,2010,20000000,26164555
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,18,President's Budget Requests,2011,20000000,25647658
CUB,Cuba,6,Western Hemisphere,UMIC,Upper Middle Income Country,18,President's Budget Requests,2012,20000000,25186000
